ORIGINAL TEXT	TRANSLATION
"Het droogdok Tandjong Priok wordt door een groot aantal stoomsleepboten onder de Maasbruggen gevaren. Er is maar weinig speelruimte. Mooie shots van het manoeuvreren met de slepers. Op het dok de teksten: Droogdok-Maatschappij-Tandjong-Priok en Burgerhout, Rotterdam, Builders. Groot totaalshot aanvaren van het droogdok op de Maas 13"". Medium shot vanaf het water; varen met de camera langs sleepboten en dok 12"". Div. shots vanaf het water en vanaf hoog standpunt op de wal van het manoeuvreren met negen stoomsleepboten om het droogdok goed voor en onder de Maasbruggen te krijgen; publiek op de wal en op de bruggen; veel rook uit de schoorstenen van de slepers 2'32"". Medium shot op het water van de grote stoomslepers Minerva en Kralingen voor het dok na het passeren van de bruggen 14"". Cu zeeman op dok praat dmv megafoon met de slepers 10""."	"The dry dock Tandjong Priok is sailed by a large number of steam tugboats under the Maas bridges. There is little room for manoeuvre. Lovely shots of the maneuvering tugboats. On the dock the words: Droogdok-Maatschappij-Tandjong-Priok en Burgerhout, Rotterdam, Builders. Large total shot of the dry dock on the Maas 13"". Medium shot from the water; sailing with the camera along tugs and dock 12"". Several shots from the water and from high point of view on the shore of maneuvering with nine steam tugboats to get the dry dock well before and below the Maas bridges; audience on the shore and on the bridges; lots of smoke from the chimneys of the tugboats 2'32"". Medium shot on the water of the large steam tugboats Minerva and Kralingen in front of the dock after passing the bridges 14"". Cu sailor on dock talks to the tow boats through megaphone 10""."
Westerbork Acte 4 (HD)	Westerbork Acte 4 (HD)
rellen	rioting
Weeknummer 69-25	Week number 69-25
Spui	Spui
Een gulden voor een pet	A guilder for a cap
Weeknummer 22-13	Week number 22-13
Oudenbosch	Oudenbosch
Houen zo!	Keep it up!
havens	Harbours
Acte 1	Act 1
Alkmaardermeer	Alkmaar Lake
Weeknummer: 25-16	Week number: 25-16
zeilen	sailing
feesten	Festivities
zeilschepen	sailing ships
Weeknummer 40-22	Week number 40-22
Een tocht door de gevechtszone	A journey through the combat zone
Pernis	Pernis
Beek	Beek
Weeknummer: 54-38	Week number: 54-38
industrie	industry
Leeuwarden	Leeuwarden
Weeknummer 67-25	Week number 67-25
Hulpacties voor Israël	Relief actions for Israel
Weeknummer 23-11	Week number 23-11
Weeknummer 56-29	Week number 56-29
Weeknummer: 78-45	Week number: 78-45
paarden	horses
bruggen	bridges
scholen	schools
Acte 2	Act 2
Fragment van Griekse papyrus	Fragment of Greek papyrus
Opgraving: Grenfell & Hunt	Excavation: Grenfell & Hunt
Papyrus	Papyrus
Coarse ware plate.	Coarse ware plate.
Voetsteun van een spade: 'teka'	Footrest of a spade: ‘teka’
Teka	Teka
Cultuurobject van de Maori, heel oud specimen: voet van spade. Voorstelling van RONGO of Rongomatāne, de beschermgod van de landbouw, bvb. het kiemen van kūmara (zoete aardappels). De spade is het voornaamste landbouwwerktuig van de Maori. De voetsteun (teka) is afzonderlijk aan de stok gebonden.	Culture object of the Maori, very old specimen: foot of spade. Depiction of RONGO or Rongomatāne, the patron god of agriculture, e.g. the germination of kūmara (sweet potatoes). The spade is the Maori's main agricultural tool. The footrest (teka) is bound to the stick separately.
Spade	Spade
Collectie Indië en Zuidoost-Azië	Collection India and South East Asia
Kopje	Cup
Asurn	Ash urn
Terracotta	Terracotta
Stempelzegel	Stamp seal
Repetitiehorloge met speelwerk	Repeating watch with play mechanism
Parure	Parure
Een parure is een set van sieraden. Deze set is gemaakt in opdracht van de schrijver Potgieter, als geschenk voor een familielid. Potgieter besteedde in zijn boeken als een van de eersten aandacht aan vrouwen uit de Gouden Eeuw. De zeven afgebeelde historische figuren demon-streren de deugdzaamheid van de Hollandse vrouw. In het medaillon zitten een haarlok en een foto van Potgieter.	A parure is a set of jewellery. This set was commissioned by the writer Potgieter, as a gift to a relative. Potgieter was one of the first to devote attention to women from the Golden Age in his books. The seven depicted historical figures demonstrate the virtue of the Dutch woman. The medallion contains a lock of hair and a photograph of Potgieter.
Reigersberg, Maria van	Reigersberg, Maria van
Amalia van Solms	Amalia of Solms
Potgieter, Sophia Johanna	Potgieter, Sophia Johanna
1596 - 1597	1596 - 1597
Barendsz., Willem	Barendsz, Willem
Heemskerck, Jacob van	Heemskerck, Jacob van
Schoenen	Shoes
Untitled	Untitled
Broche Japan/Nederland	Brooch Japan/Netherlands
bamboe	bamboo
Broche van onder meer Delfts aardewerk met een afbeelding van een molen. Uit de vaas steekt een tak van zilver met vier bloemen elk bezet met een marquise geslepen amethist en een gele saffier, een lichte saffier en een violette saffier. De plak porselein is voorzien van een zetting van gouddraad. De broche is voorzien van drie suretés.	Brooch of, among other things, Delft earthenware, with an image of a mill. From the vase protrudes a silver branch with four flowers each set with a marquise-cut amethyst and a yellow sapphire, a light sapphire and a violet sapphire. The slice of porcelain has a setting of gold thread. The brooch is fitted with three suretés.
Deel III: De mergelgroeve	Part III: The marrow quarry
Halshorloge	Pocket watch
Horloge in de vorm van een lier	Watch in the shape of a lyre
sale, collection J.G. de Groot Jamin (1842-1920) et al. [section anonymous], Amsterdam (F. Muller), 12 (14) December 1922 sqq., no. 1353 - 1390, fl. 135, to Maurits Elzas (1868-1937), Arnhem, 1922;{NHA, RBK, INV, inv. 1215, no. 63.} by whom bequeathed with 106 other watches, as part of the 'Maurits Elzas Collection', to the museum, 1937	sale, collection J.G. de Groot Jamin (1842-1920) et al. [section anonymous], Amsterdam (F. Muller), 12 (14) December 1922 sqq., no. 1353 - 1390, fl. 135, to Maurits Alsace (1868-1937), Arnhem, 1922; {NHA, RBK, INV, inv. 1215, no. 63.} by. queathed with 106 other watches, as part of ‘Maurits Elzas’, to the museum, 1937
aquamarijn	aquamarine
beryl	beryl
toermalijn	tourmaline
korund	corundum
Hanger op voetstuk met Cupido	Pendant on a pedestal with Cupid
Kleinood voorstellende Cupido op een voetstuk. De met pijl en boog schietende figuur is geëmailleerd en met robijnen bezet, en was oorspronkelijk als hanger bedoeld. In het midden van het voetstuk is een grote, achtzijdig geslepen topaas gezet.	Gemini depicting Cupid on a pedestal. The figure with bow and arrow is enamelled and occupied with rubies, and was originally intended as a pendant. A large, eight-sided topaz is set in the centre of the pedestal.
Twee sets oorbellen en armbanden	Two sets of earrings and bracelets
Deze gouden oorbellen en armbanden zijn hol, zodat met minimaal gewicht een maximaal oppervlak gerealiseerd kan worden. De ingewikkelde bloemmotieven bestaan uit zes en twaalf delen die herhaald worden. De ornamenten zijn van binnenuit aangebracht in de repoussé techniek (ingehamerd), terwijl de ring glad is daar waar hij de huid raakt.	These gold earrings and bracelets are hollow, so that a maximum surface can be realized with minimal weight. The complex floral motifs consist of six and twelve parts that are repeated. The ornaments are applied from the inside in the repoussé technique (hammered), while the ring is smooth where it touches the skin.
Hanger in de vorm van een pad	Pendant in the shape of a toad
Brooch	Brooch
alpaca	alpaca
Israël	Israel
Horloge met bloemen	Watch with Flowers
Hanger met ineengesloten handen	Pendant with interlocked hands
Repetitiehorloge met chronometer	Repeating Watch with Chronometer
Le Locle	Le Locle
Hanau	Hanau
Goa	Goa
Hanger in de vorm van een makara	Pendant in the shape of a makara
Hanger in de vorm van een mandoline	Pendant in the shape of a mandolin
BOE-doos	BOE box
Byzantium	Byzantium
Zuidelijke Nederlanden	Southern Netherlands
collection Van Balveren, possibly Walraven Elias Johan baron van Balveren (1858-1920), Arnhem;{NHA, RBK, INV, inv.1215, no. 29.} from his heirs, fl. 24, to Maurits Elzas (1868-1937), Arnhem, 1921;{Note RMA.} by whom bequeathed with 106 other watches, as part of the 'Maurits Elzas Collection', to the museum, 1937	collection Van Balveren, possibly Walraven Elias Johan baron van Balveren (1858-1920), Arnhem;{NHA, RBK, INV, inv.1215, no. 29.} from his heirs, fl. 24, to Maurits Elzas (1868-1937), Arnhem, 1921;{Note RMA.} by whom bequeathed with 106 other watches, as part of the 'Maurits Elzas Collection', to the museum, 1937
Sniet, J.G.	Sniet,  J.G.
Sniet, Jacoba Wilhelmina	Sniet, Jacoba Wilhelmina
1795-03-08 - 1795-04-28	1795-03-08 - 1795-04-28
Los Angeles	Los Angeles
Brussel (stad)	Brussels (city)
Avondjapon	Evening gown
1905 - 1915	1905 - 1915
collection Augusta Maria Witsen-Schorr (1875-1943), Amsterdam; by whom bequeathed to the Witsen-Fonds, Amsterdam, 1940;{NHA, inv. no. 476, no. 2038, bequest of Mrs. A.M. Witsen-Schorr te Amsterdam, 1940.} from whom, fl. 80, with 7 other objects, to the museum, 1944	collection Augusta Maria Witsen-Schorr (1875-1943), Amsterdam; by whom bequeathed to the Witsen-Fonds, Amsterdam, 1940;{NHA, inv. no. 476, no. 2038, bequest of Mrs. A.M. Witsen-Schorr te Amsterdam, 1940.} from whom, fl. 80, with 7 other objects, to the museum, 1944
collection W.R.A.C. graaf van Rechteren Limpurg (1865-1929), Arnhem;{NHA, RBK, INV, inv. 1883, List 13 March 1937, Canes.}; from whom acquired by a private collector, 1929;{Note RMA.} by whom donated, with 235 other objects, to the museum, 1937	collection W.R.A.C. graaf van Rechteren Limpurg (1865-1929), Arnhem;{NHA, RBK, INV, inv. 1883, List 13 March 1937, Canes.}; from whom acquired by a private collector, 1929;{Note RMA.} by whom donated, with 235 other objects, to the museum, 1937
titanium	titanium
Perspex	Perspex
roestvrij staal	stainless steel
Schoonhoven	Schoonhoven
Steekspeld van verguld zilver	Decorative pin of gilded silver
Op de top het borstbeeld van een Moor. Kop en rug zijn uit zwart gesteente gesneden. De borst bestaat uit een barokparel, waaronder twee gekruiste pijlkokers, bezet met diamanten. De hoed is gevormd uit een barokparel met diamanten en parels en een grote, door diamante omlijste parel.	The bust of a Moor on the top. Head and back are carved from black rock. The chest consists of a baroque pearl, including two crossed quivers, set with diamonds. The hat is formed of a baroque pearl with diamonds and pearls and a large, diamond-framed pearl.
In een halve bol ontvouwt zich in 3D een heel verhaal. De voorstelling is in goud gegoten. De kleuren zijn het resultaat van een complex proces: iedere kleur email heeft zijn eigen smeltpunt, dus voor iedere tint is het medaillon opnieuw in de oven verhit. Dit juweel doet denken aan houten gebedsnoten, maar die werden pas zo’n vijftig jaar later gemaakt.	A full story is unfolded in 3D in a hemisphere. The scene is cast in gold. The colours are the result of a complex process: each colour of enamel has its own melting point, so for each shade the medallion has been reheated in the oven. This jewel is reminiscent of wooden prayer lines, but they were only made about fifty years later.
Bussum	Bussum
Avondschoenen waren meestal open en hadden een hoge hak. De materialen waren feestelijker maar ook kwetsbaarder dan het leer dat voor dagelijkse schoenen werd gebruikt. Vaak werden schoenen overtrokken met satijn en brokaat of gemaakt van goud- of zilverkleurig leer. Dit paar is versierd met witte golvende banden die afsteken tegen het zwarte satijn.	Evening shoes were usually open and had a high heel. The materials were more festive but also more fragile than the leather used for everyday shoes. Shoes were often covered with satin and brocade or made of gold or silver leather. This pair is decorated with white undulating straps protruding against the black satin.
Damesschoen van crèmekleurig zeemleer. Model: Spitse neus, één voorblad en twee zijbladen. Openingen ter weerszijden van de voet. Opstaande klep op de wreef. Over de wreef lopen vanaf de zijbladen twee flappen over elkaar waarop een gesp kan worden bevestigd.. De voorkant van de hak loopt in een afgeronde hoek vanaf het geleng recht naar beneden. De zijkant en achterkant van de hak zijn getailleerd en bekleed met crèmekleurig zeemleer. De hak heeft een donkerbruine rand leer van het achterlapje. Zijbladen en voorblad gevoerd met crèmekleurig leer. De binnenzool is van bruin leer. Tussen de bovenkant van de schoen en de zool een smal randje wit leer. Geruwd leren achterlapje en geruwd leren zool. Versiering:  Midden op het voorblad van de punt tot aan het rozet, die centraal op de vooschoen is bevestigd, loopt een band van roze ripszijde. Op de hiel vanaf de hak tot de schachtrand een lint van gebrocheerde roze en groene zijde. Schachtrand afgebiesd met roze zijde.	Women's shoe made of cream-coloured shammy leather. Model: Spitse nose, one front and two side blades. Openings on either side of the foot. Standing valve on the instep. Two flaps run over each other from the side blades on which a buckle can be attached. The front of the heel runs in a rounded corner from the middle of the sole straight down. The side and back of the heel are tailored and covered with cream-colored shammy leather. The heel has a dark brown rim of the back patch. Side blades and front blades are lined with cream-colored leather. The insole is brown leather. Between the top of the shoe and the sole a narrow rim of white leather. Roughened leather lap at the back and a roughened leather sole. Decoration: In the middle of the front from the point to the rosette, which is attached centrally on the front shoe, runs a strap of pink rip silk. From the heel to the shaft a ribbon from broached pink and green silk.  The shaft is trimmed with pink silk. 
Krusemann-Stavorinus	Krusemann-Stavorinus
Coromandelkust	Coromandel Art
In de 17de en 18de eeuw werden grote aantallen kamerjassen van India naar Nederland verscheept. Soms kant-en-klaar, soms als ‘bouwpakket’. Deze jas is waarschijnlijk het resultaat van zo’n bouwpakket. Maar wat vaker gebeurde in die tijd, was dat zo’n jas gemaakt werd uit een groot kleed, een palempore.	In the 17th and 18th centuries large numbers of dressing gowns were shipped from India to the Netherlands. Sometimes ready-made, sometimes as a ‘construction package’. This jacket is probably the result of such a package. But what happened more often at the time was that such a gown was made from a large garnment, a palempore.
Leren damesschoen, waarvan het opstaand gedeelte en de wreefriem, bijeengebonden door een leren veter, over zijn. Gedragen door freule Johanna Magdalena Catharina Judith van Dorth tot Holthuysen tijdens haar executie	Leather women's shoe, of which the upstanding part and the instep belt, bound together by a leather lace, are over. Worn by Lady Johanna Magdalena Catharina Judith van Dorth tot Holthuysen during her execution
collection Van Balveren, possibly Walraven Elias Johan baron van Balveren (1858-1920), Arnhem;{NHA, RBK, INV, inv. 1215, no. 18.} from his heirs, fl. 275, to Maurits Elzas (1868-1937), Arnhem, 1921;{Note RMA.} by whom bequeathed with 106 other watches, as part of the 'Maurits Elzas Collection', to the museum, 1937	Collection Van Balveren, possibly Walraven Elias Johan baron van Balveren (1858-1920), Arnhem; {NHA, RBK, INV, inv. 1215, no. 18.} from his heirs, fl. 275, to Maurits Alzas (1868-1937), Arnhem, 1921; {Note RMA.} by) bequathed with 106 other, as part of the ‘Maurits Elzas Collection’, to the museum, 1937
collection of a South German noble family, 1925;{Note RMA.} their sale, Berlin (Cassirer & Helbing), 27 March 1925, no. 26, fl. 1,890, to Maurits Elzas (1868-1937);{NHA, RBK, INV, inv. 1215, no. 87.} by whom bequeathed with 106 other watches, as part of the 'Maurits Elzas Collection', to the museum, 1937	Collection of a South German noble family, 1925; {Note RMA.} their sale, Berlin (Cassirer & Helbing), 27 March 1925, no. 26, fl. 1.890, to Maurits Alzas (1868-1937); {NHA, RK, INV, inv. 1215, no 87.} by collection bequeathed with 106 other watches, as part of the ‘Maurits Elzas Collection’, to the museum, 1937
Dit sieraad – een ‘lantaarntje’ – werd gebruikt voor persoonlijke meditatie. Aan de vier zijden zag de gelovige vier belangrijke momenten uit Jezus’ bestaan: de ver kondiging, de geboorte, de aanbidding van de koningen en de kruisiging.	This ornament - a ‘lantern’ - was used for private meditation. On the four sides, the believer saw four important moments of Jesus' existence: the proclamation, the birth, the adoration of the kings and the crucifixion.
sale, collection J.G. de Groot Jamin (1842-1920) et al. [section anonymous], Amsterdam (F. Muller), 12 (14) December 1922 sqq., no. 1362 - 1390, fl. 10, to Maurits Elzas (1868-1937), Arnhem, 1922;{NHA, RBK, INV, inv. 1215, no. 64.} by whom bequeathed with 106 other watches, as part of the 'Maurits Elzas Collection', to the museum, 1937	sale, collection J.G. de Groot Jamin (1842-1920) et al. [section anonymous], Amsterdam (F. Muller), 12 (14) December 1922 sqq., no. 1362 - 1390, fl. 10, to Maurits Alsace (1868-1937), Arnhem, 1922; {NHA, RBK, INV, inv. 1215, no 64.} by. queathed with 106 other watches, as part of ‘Maurits Alzas’, to the museum, 1937
Friedberg	Friedberg
anonymous sale, Amsterdam (F. Muller), 16 (18) June 1925 sqq., no. 980, fl. 485, to Maurits Elzas (1868-1937), Arnhem, 1925;{NHA, RBK, INV, inv. 1215, no. 92.} by whom bequeathed with 106 other watches, as part of the 'Maurits Elzas Collection', to the museum, 1937	Anonymous sale, Amsterdam (F. Muller), 16 (18) June 1925 sqq., no. 980, fl. 485, to Maurits Elzas (1868-1937), Arnhem, 1925; {NHA, RBK, INV, inv. 1215, no. 92.} by anbequeathed with 106 other watches, as part of the ‘Maurits Elzas Collection’, to the museum, 1937
1783 - 1801	1783 - 1801
zilverbrokaat	silver brocade
Speelbeurs met het alliantiewapen van Charles Eugène Gabriel de La Croix de Castries en Gabrielle Isabeau Thérèse de Rozet de Rocozel de Fleury	Game Purse with the arms of the alliance of Charles Eugène Gabriel de La Croix de Castries and Gabrielle Isabeau Thérèse de Rozet de Rocozel de Fleury
Speelbeurs van groen fluweel geborduurd met verguld zilverdraad, op de bodem versierd met het allienatiewapen van Charles Eugène Gabriel de La Croix de Castries en Gabrielle Isabeau Thérèse de Rozet de Rocozel de Fleury, uitgevoerd in verguld zilverdraad, brokaat en vloszijde. Model: platte ronde bodem waar omheen een golvende opstaande rand voorzien van gaten waardoor een koord van gevlochten witte en groen zijde, eindigend in druppelvormen van gevlochten zilverdraad, is getrokken. Gevoerd met geitenleer. Versiering: de 20 uitstulpingen of 'ribben' zijn versierd met gestapelde blad- en bloemmotieven in reliëf, voorzien van lovers. Langs de bovenkant - tussen de trekgaten - een fleur de lys tussen twee lijnen. Aan weerskanten van de bovenkant een drupplevorm versierd met gevlochten zilverdraad. De bodem is omcirkeld met een rand  van zilverdraad. Hierbinnen het in hoog reliëf opgewerkte familiewapen met een vijfpuntige kroon. De schilden zijn opgebouwd uit zijden stof, zilverbrokaat en borduurwerk.	Playing Purse of green velvet embroidered with gilt silver thread, decorated on the base with the alliance weapon of Charles Eugène Gabriel de La Croix de Castries and Gabrielle Isabeau Thérèse de Rozet de Rocozel de Fleury, executed in gilt silver thread, brocade and floss silk. Model: flat round base around which a undulating raised rim is fitted with holes through which a cord of braided white and green silk, ending in droplet shapes of braided silver thread, has been drawn. Decoration: the 20 bulges or ‘ribs’ are decorated with stacked foliate and floral motifs in relief. Along the top - between the draught holes - a fleur the lys between two lines. On each side of the top, a droplet-shape decorated with braided silver. The base has been encircled with a rim of silver thread. The bottom is engraved with the family weapon with a five-pointed Crown in high relief. The shields are made of silk, silver brochade and embroidery.
In de jaren 1880 kwam een platte strooien hoed – afgeleid van de matrozenhoed – in de mode. Hij werd recht op het brede, getoupeerde kapsel gedragen. Aanvankelijk werd deze hoed door welgestelde vrouwen tijdens het boogschieten of tennissen gebruikt. Maar al snel namen vrouwen uit alle lagen van de bevolking deze relatief goedkope hoed over voor dagelijks gebruik, maar ook als uitgaanshoed.	In the 1880s, a flat straw hat - derived from the sailor's hat - came into fashion. It was worn straight to the broad, backcombed hairstyle. Initially, this hat was used by wealthy women during archery or tennis. However, soon women from all walks of life adopted this relatively cheap hat for everyday use, as well as a evening hat.
Muiltje (trip) van leer met voorstuk van stramien. Voorstuk geborduurd met geometrische figuren, 'point de hongrie' in wol. De zool loopt puntig naar voren toe en gaat naar achteren geleidelijk in een hak over, die schuin naar voren loopt. Aan de punt een zilveren stootstuk, 'bekken'.	Small slipper (trip) of leather with a front piece of strams. Front piece is embroidered with geometric figures, ‘point de hongrie’ in wool. The sole is pointed forward and gradually moves back into a heel, which is slanted forward. At the tip a silver bump piece, ‘basin’.
on long term loan from the Nederlandse Maatschappij voor Nijverheid en Handel, Paviljoen Welgelegen, Haarlem, to the Museum van Kunstnijverheid, Paviljoen Welgelegen, Haarlem; after the dissolvement of the museum stored at the Vleeshal, Haarlem, 1926;{NHA, ARCH 609 NMNH, inv. 935} from where transferred, on long term loan, with 154 other objects, to the museum, 1934	On long term from the Dutch Society of Industry and Trade, Paviljoen Welgelegen, Haarlem, to the Museum of Art Industry , Paviljoen Welvoor, Haarlem; after the dissolvement of the museum stored at the Vleeshal, Haarlem, 1926; {NHA, ARCH 609 NH, inv. 935}, from where transferred, on long term loan, with 154 other objects, to the museum, 1934
Voorschoten	Voorschoten
tijgeroog	tiger eye
aventurijn	Aventurine
Wisselring	shift ring
onbekend	unknown
1945 - 1953	1945 - 1953
Winschoten	Winschoten
organza	organza
Frankfurt am Main	Frankfurt am Main
Baden-Baden	Baden-Baden
1700 - 1735	1700 - 1735
Middelburg	Middelburg
't Vliegend Hart (schip)	't Vliegend Hart (ship)
rubber	rubber
leer	leather
Antwerpen (stad)	Antwerp (city)
hout	wood
Augsburg	Augsburg
staal	steel
vilt	felt
satijn	satin
zijde	silk
kant (materiaal)	lace (material)
goudverf	gold paint
1759-09-04 - 1759-09-04	1759-09-04 - 1759-09-04
Slicher, Helena	Slicher, Helena
Lage Landen	Low Countries
Wiellen, Francois Louis van der	Wiellen, Francois Louis van der
Constantinopel	Constantinople
1690 - 1700	1690 - 1700
Oudenaarde	Oudenaarde
schenking	donation
Paar enkellaarzen met schoen	Pair of ankle boots with shoe
Paar damesschoenen met ruches	Pair of women's shoes with ruffles
Pop, voorstellende een juffrouw	Doll, depicting a lady
parel	pearl
zijdelint	silk ribbon
was	wax
Kanton	Canton
Rijtuigparasol	Carriage parasol
1740 - 1750	1740 - 1750
Linkerhandschoen van wit wasleer met blauwe zijden kappen. Op de kappen borduurwerk met goud en zilverdraad, rode, witte en blauwe zijde en parels en robijnen(?). De sluiting langs de kappen is met drie goudkoordjes met knop.	Left glove of white wax leather with blue silk caps. Embroidery with gold and silver thread, red, white and blue silk and pearls and rubies (?) on the covers. The clasp along the caps is with three golden cord with a button.
Bosch Reitz, Gijs	Bosch Reitz, Gijs
Vouwwaaier, bestaande uit een enkel blad van dun leer waarop met gouache een Godenmaaltijd (?) omgeven door een rand met rode, blauwe en gouden chinoiseriemotiefjes, op een montuur van ivoor ajour en in reliëf gesneden	Folding fan, consisting of a single sheet of thin leather on which with gouache a Gods meal (?) is surrounded by a border with red, blue and gold chinoiserie motifs, on a mount of ivory ajour and cut in relief
textiel	textile fabric
Tempel, Jan van den	Temple, Jan van den
1632 - 1632	1632 - 1632
Broek van Ernst Casimir I	Trousers of Ernst Casimir I
